electricity_cost,billing_periods,heated_square_footage,engineered_total_square_footage,heating_degree_days,cooling_degree_days,NUMFRIG,NUMFREEZ,NUMLAPTOP,NUMTABLET,NUMSMPHONE,NUMCFAN,NUMFLOORFAN,NUMWWAC,NUMPORTAC,NUMMEAL,state_postal,BA_climate,IECC_climate_code,KOWNRENT,home_size,num_appliances,temp_hdd,temp_cdd,temp_degree_days,bill_amount,bill_per_period,month_periods,log_bill_amount
805.88,1,1330,1330,6824,626,2,0,0,0,1,5,2,0.0,0.0,2,WI,Cold,6A,1,1330,12.0,6824,626,7450,805.88,805.88,1,6.691934848047708
1338.41,1,1100,1100,2618,1867,2,0,1,1,1,4,0,0.0,0.0,1,VA,Mixed-Humid,4A,1,1100,10.0,2618,1867,4485,1338.41,1338.41,1,7.199237621252592
1496.56,1,2100,2100,2405,1351,2,1,2,3,2,1,0,0.0,0.0,3,CA,Marine,3C,1,2100,14.0,2405,1351,3756,1496.56,1496.56,1,7.310924420040649
447.15,1,0,690,4224,300,1,0,1,1,1,0,1,0.0,0.0,3,WA,Marine,4C,2,0,8.0,4224,300,4524,447.15,447.15,1,6.10289410879219
401.95,1,1850,1850,5928,1209,1,0,0,2,1,4,0,0.0,0.0,3,NE,Cold,5A,1,1850,11.0,5928,1209,7137,401.95,401.95,1,5.99632770277397
1643.34,1,580,580,4069,1497,1,1,0,0,0,2,0,0.0,0.0,3,IN,Mixed-Humid,4A,2,580,7.0,4069,1497,5566,1643.34,1643.34,1,7.4044860351555295
842.72,1,2100,4200,5029,1614,2,0,3,1,3,2,1,0.0,0.0,1,UT,Cold,5B,1,2100,13.0,5029,1614,6643,842.72,842.72,1,6.736634755735079
1705.67,5,3450,3450,2648,1741,2,0,2,1,3,1,0,0.0,0.0,2,GA,Mixed-Humid,3A,1,3450,11.0,2648,1741,4389,1705.67,341.134,5,7.441713274405153
1959.91,1,3020,3020,4540,1202,1,1,0,4,4,4,0,1.0,0.0,2,MD,Mixed-Humid,4A,2,3020,17.0,4540,1202,5742,1959.91,1959.91,1,7.580653832802936
1350.72,1,0,1000,490,3949,3,1,1,0,2,5,2,1.0,1.0,2,FL,Hot-Humid,2A,1,0,18.0,490,3949,4439,1350.72,1350.72,1,7.208393062594134
982.63,1,2500,2500,6995,222,2,1,0,0,0,2,0,0.0,0.0,1,ID,Cold,5B,1,2500,6.0,6995,222,7217,982.63,982.63,1,6.890232650512118
1312.63,5,1100,1100,4213,1177,1,0,1,0,1,0,0,0.0,0.0,4,MD,Mixed-Humid,4A,2,1100,7.0,4213,1177,5390,1312.63,262.526,5,7.179788037179935
2840.9,1,1700,1700,1337,2717,1,0,3,3,3,0,1,0.0,0.0,2,GA,Hot-Humid,2A,1,1700,13.0,1337,2717,4054,2840.9,2840.9,1,7.951876182361057
4631.21,1,2680,2680,3605,1469,3,0,2,4,4,6,4,0.0,0.0,3,TN,Mixed-Humid,4A,1,2680,26.0,3605,1469,5074,4631.21,4631.21,1,8.44057345203004
910.86,1,2160,2160,3576,1538,1,0,1,0,1,0,0,0.0,0.0,3,DE,Mixed-Humid,4A,1,2160,6.0,3576,1538,5114,910.86,910.86,1,6.8143892081726785
1411.4,1,2800,2800,6401,687,2,1,0,2,1,6,0,0.0,0.0,2,IN,Cold,5A,1,2800,14.0,6401,687,7088,1411.4,1411.4,1,7.25233739856673
2166.27,1,1230,2460,2250,2068,1,1,1,1,3,3,0,0.0,0.0,3,CA,Hot-Dry,3B,1,1230,13.0,2250,2068,4318,2166.27,2166.27,1,7.680762073531916
671.43,1,600,600,2483,1797,1,0,1,0,1,2,0,0.0,0.0,2,GA,Mixed-Humid,3A,2,600,7.0,2483,1797,4280,671.43,671.43,1,6.509409766300148
1109.93,1,680,680,4336,1292,1,0,2,1,1,0,0,0.0,0.0,2,PA,Mixed-Humid,4A,2,680,7.0,4336,1292,5628,1109.93,1109.93,1,7.012052229254758
3418.24,1,2000,2000,1237,2347,2,0,2,3,2,5,2,0.0,0.0,2,CA,Hot-Dry,3B,1,2000,18.0,1237,2347,3584,3418.24,3418.24,1,8.136881077711351
933.68,1,2300,2300,8075,599,2,1,2,1,2,3,0,0.0,0.0,2,ND,Cold,6A,1,2300,13.0,8075,599,8674,933.68,933.68,1,6.839133767104098
1987.36,1,4100,6150,5667,776,1,1,4,4,4,7,0,0.0,0.0,2,OH,Cold,5A,1,4100,23.0,5667,776,6443,1987.36,1987.36,1,7.594562403795884
638.74,1,1820,1820,5407,1227,1,0,0,0,0,0,0,0.0,0.0,2,UT,Cold,5B,1,1820,3.0,5407,1227,6634,638.74,638.74,1,6.459497485818065
2048.3,1,610,610,1780,2758,1,0,1,0,5,0,4,0.0,0.0,2,TX,Hot-Humid,3A,1,610,13.0,1780,2758,4538,2048.3,2048.3,1,7.62476545980661
1061.59,1,1400,1400,6304,973,1,1,2,2,2,0,1,0.0,0.0,3,NE,Cold,5A,1,1400,12.0,6304,973,7277,1061.59,1061.59,1,6.967523063229849
2428.26,1,2120,2120,5779,887,1,1,2,0,2,0,0,2.0,0.0,2,MA,Cold,5A,1,2120,10.0,5779,887,6666,2428.26,2428.26,1,7.794930230466074
449.71,1,860,860,3354,1702,1,0,1,0,0,2,0,0.0,0.0,2,DC,Mixed-Humid,4A,2,860,6.0,3354,1702,5056,449.71,449.71,1,6.1086029305763425
1419.07,5,4200,4200,1229,4490,3,1,2,4,2,7,0,0.0,0.0,2,AZ,Hot-Dry,2B,1,4200,21.0,1229,4490,5719,1419.07,283.81399999999996,5,7.25775700645778
1051.25,1,1500,1500,1182,2810,1,1,0,0,0,3,0,0.0,0.0,2,GA,Hot-Humid,2A,1,1500,7.0,1182,2810,3992,1051.25,1051.25,1,6.957735211287158
2647.51,5,2410,2410,8862,406,2,3,1,2,2,4,1,0.0,0.0,1,ND,Very-Cold,7A,1,2410,16.0,8862,406,9268,2647.51,529.5020000000001,5,7.8813748546166815
652.38,1,2110,2110,7257,700,2,1,0,0,0,7,0,0.0,0.0,2,IA,Cold,6A,1,2110,12.0,7257,700,7957,652.38,652.38,1,6.480627214237713
2192.99,1,0,1060,0,4896,3,0,0,0,0,0,0,0.0,0.0,3,HI,Hot-Humid,1A,1,0,6.0,0,4896,4896,2192.99,2192.99,1,7.693021188443971
1605.55,1,2130,2130,4464,1267,2,1,1,1,1,0,0,0.0,0.0,1,MD,Mixed-Humid,4A,1,2130,7.0,4464,1267,5731,1605.55,1605.55,1,7.3812216559907595
809.09,1,1150,1730,6609,845,1,1,2,2,2,1,2,1.0,0.0,5,VT,Cold,6A,1,1150,17.0,6609,845,7454,809.09,809.09,1,6.695910159325724
1644.55,5,0,1460,2,2986,2,1,4,2,9,7,2,0.0,1.0,1,HI,Hot-Humid,1A,1,0,29.0,2,2986,2988,1644.55,328.90999999999997,5,7.405222069545139
966.19,1,2280,2280,3731,1455,3,0,1,0,2,6,0,0.0,0.0,1,AR,Mixed-Humid,4A,1,2280,13.0,3731,1455,5186,966.19,966.19,1,6.873360502242694
1701.16,1,4700,4700,5242,989,2,0,2,1,2,6,0,0.0,0.0,3,IN,Cold,5A,1,4700,16.0,5242,989,6231,1701.16,1701.16,1,7.439065650288564
394.5,1,1200,1200,8610,572,4,1,0,0,1,1,0,2.0,0.0,3,ND,Very-Cold,7A,1,1200,12.0,8610,572,9182,394.5,394.5,1,5.977619140285929
718.4,2,960,960,3472,1549,1,0,0,0,1,2,0,0.0,0.0,2,TN,Mixed-Humid,4A,2,960,6.0,3472,1549,5021,718.4,359.2,2,6.57702651698799
1599.11,1,800,800,6671,827,1,1,4,2,4,1,4,1.0,0.0,1,VT,Cold,6A,1,800,19.0,6671,827,7498,1599.11,1599.11,1,7.3772025034634465
758.13,1,890,890,2831,2011,1,0,3,5,3,0,3,0.0,2.0,1,TN,Mixed-Humid,3A,2,890,18.0,2831,2011,4842,758.13,758.13,1,6.630854874895033
1766.52,5,1600,1600,3202,1643,1,0,1,0,2,2,0,0.0,0.0,5,VA,Mixed-Humid,4A,1,1600,11.0,3202,1643,4845,1766.52,353.304,5,7.476766788557922
1279.93,1,2200,2200,4421,231,3,0,1,2,3,3,4,0.0,0.0,2,WA,Marine,4C,1,2200,18.0,4421,231,4652,1279.93,1279.93,1,7.154560667918247
1068.69,1,900,900,4742,259,1,1,0,0,2,0,4,2.0,0.0,2,WA,Marine,4C,2,900,12.0,4742,259,5001,1068.69,1068.69,1,6.974188878324164
1619.68,1,1300,1300,738,3657,1,0,2,2,2,5,1,0.0,0.0,3,LA,Hot-Humid,2A,1,1300,16.0,738,3657,4395,1619.68,1619.68,1,7.389983877850441
1239.86,1,1000,1500,4977,1122,1,0,2,1,2,4,0,0.0,0.0,4,OH,Cold,5A,1,1000,14.0,4977,1122,6099,1239.86,1239.86,1,7.122753748999227
1065.61,1,1800,1800,3466,1406,1,1,1,2,2,0,0,0.0,0.0,1,TN,Mixed-Humid,4A,1,1800,8.0,3466,1406,4872,1065.61,1065.61,1,6.971302684126476
2006.66,1,2520,2520,7604,625,1,0,2,0,1,0,2,1.0,0.0,1,WI,Cold,6A,1,2520,8.0,7604,625,8229,2006.66,2006.66,1,7.604226927370102
1715.33,5,1680,1680,8671,115,2,2,1,0,0,0,0,0.0,0.0,2,ID,Cold,6B,1,1680,7.0,8671,115,8786,1715.33,343.066,5,7.447360760914793
3626.97,1,2400,2400,10753,1,3,2,0,0,3,4,0,0.0,0.0,0,AK,Very-Cold,7AK,1,2400,12.0,10753,1,10754,3626.97,3626.97,1,8.1961528679501
1047.65,1,1220,1220,4929,53,1,1,1,1,2,0,2,0.0,0.0,2,WA,Marine,4C,2,1220,10.0,4929,53,4982,1047.65,1047.65,1,6.9543048396351175
1717.09,1,3100,3100,1137,2933,1,1,0,2,2,3,0,0.0,0.0,4,LA,Hot-Humid,2A,1,3100,13.0,1137,2933,4070,1717.09,1717.09,1,7.448386276530159
662.25,1,1820,1820,3343,1709,1,0,4,2,2,1,1,0.0,0.0,2,DC,Mixed-Humid,4A,2,1820,13.0,3343,1709,5052,662.25,662.25,1,6.495643128152179
1075.66,5,2600,3900,7353,284,2,0,1,1,2,1,0,0.0,0.0,3,MA,Cold,5A,1,2600,10.0,7353,284,7637,1075.66,215.132,5,6.980689705657798
2725.89,1,2800,2800,6128,936,4,1,1,1,2,3,2,0.0,0.0,2,IL,Cold,5A,1,2800,16.0,6128,936,7064,2725.89,2725.89,1,7.910550259277964
2132.67,5,1290,1930,4925,1092,1,0,3,2,4,5,3,1.0,0.0,3,IN,Cold,5A,1,1290,22.0,4925,1092,6017,2132.67,426.534,5,7.6651299948285665
795.7,1,120,1090,2843,2013,1,0,2,0,3,5,0,0.0,0.0,3,TN,Mixed-Humid,3A,2,120,14.0,2843,2013,4856,795.7,795.7,1,6.679222230383489
1515.39,1,2280,2280,6203,872,2,1,2,0,2,5,0,0.0,0.0,3,NY,Cold,5A,1,2280,15.0,6203,872,7075,1515.39,1515.39,1,7.323428110557723
1056.49,5,2200,2200,5065,1060,1,1,0,0,0,0,0,0.0,0.0,2,ID,Cold,5B,1,2200,4.0,5065,1060,6125,1056.49,211.298,5,6.962707371795982
241.42,5,1100,1100,8172,495,1,1,1,0,1,0,0,0.0,0.0,1,ND,Very-Cold,7A,2,1100,5.0,8172,495,8667,241.42,48.284,5,5.486538155272981
3912.24,1,2500,2500,5753,944,2,1,1,2,3,0,1,0.0,0.0,3,OH,Cold,5A,1,2500,13.0,5753,944,6697,3912.24,3912.24,1,8.271865378966144
804.26,1,750,750,4502,1274,1,1,0,0,1,0,1,0.0,0.0,6,NJ,Cold,5A,2,750,10.0,4502,1274,5776,804.26,804.26,1,6.689922599986504
2220.79,1,980,980,1285,2997,2,1,1,1,1,5,0,0.0,0.0,3,SC,Hot-Humid,3A,1,980,14.0,1285,2997,4282,2220.79,2220.79,1,7.705618267420503
461.19,1,750,750,4559,1062,1,0,0,0,0,0,0,0.0,0.0,4,KY,Mixed-Humid,4A,2,750,5.0,4559,1062,5621,461.19,461.19,1,6.133810105592618
746.47,1,2200,2200,7996,631,2,1,1,1,2,0,0,0.0,0.0,4,ND,Cold,6A,1,2200,11.0,7996,631,8627,746.47,746.47,1,6.615355428629842
668.05,5,510,510,3368,1696,1,0,1,1,1,0,0,0.0,0.0,3,DC,Mixed-Humid,4A,2,510,7.0,3368,1696,5064,668.05,133.60999999999999,5,6.504363021034903
1116.56,1,0,670,0,4904,1,0,1,0,1,0,1,2.0,0.0,4,HI,Hot-Humid,1A,1,0,10.0,0,4904,4904,1116.56,1116.56,1,7.018007809200389
684.8,1,560,560,1245,2645,1,0,1,0,1,3,0,0.0,0.0,2,SC,Hot-Humid,3A,2,560,8.0,1245,2645,3890,684.8,684.8,1,6.529126824827532
846.55,5,580,580,2270,2072,1,0,0,0,0,0,0,0.0,0.0,3,AR,Hot-Humid,3A,2,580,4.0,2270,2072,4342,846.55,169.31,5,6.741169266574241
1450.84,1,840,840,4411,961,1,0,0,0,2,1,0,0.0,0.0,2,TN,Mixed-Humid,4A,1,840,6.0,4411,961,5372,1450.84,1450.84,1,7.279897978023987
643.17,1,3400,3400,6374,548,1,0,0,0,0,2,0,0.0,0.0,2,CO,Cold,5B,2,3400,5.0,6374,548,6922,643.17,643.17,1,6.4664090749859495
431.33,1,1070,1610,6016,950,1,1,0,1,0,4,0,0.0,0.0,4,IA,Cold,5A,1,1070,11.0,6016,950,6966,431.33,431.33,1,6.0668734583876045
3641.52,5,2100,2100,4197,1218,1,1,2,3,3,6,1,1.0,0.0,3,WV,Mixed-Humid,4A,1,2100,21.0,4197,1218,5415,3641.52,728.304,5,8.200156455885095
772.14,1,1000,1000,3349,1647,1,0,0,0,1,0,0,0.0,0.0,3,TN,Mixed-Humid,4A,2,1000,5.0,3349,1647,4996,772.14,772.14,1,6.649165880733628
945.54,1,950,950,2622,1762,1,0,2,1,2,3,0,0.0,0.0,2,NC,Mixed-Humid,3A,2,950,11.0,2622,1762,4384,945.54,945.54,1,6.851756192862035
2699.38,1,2200,2200,3861,1430,2,1,1,1,2,5,0,0.0,0.0,4,KY,Mixed-Humid,4A,1,2200,16.0,3861,1430,5291,2699.38,2699.38,1,7.90077739599387
725.96,1,2500,2500,5500,1026,1,0,1,1,2,0,0,0.0,0.0,3,CO,Cold,5B,1,2500,8.0,5500,1026,6526,725.96,725.96,1,6.5874949168881995
1060.36,1,1600,1600,4867,7,1,1,1,1,2,1,3,0.0,0.0,2,OR,Marine,4C,1,1600,12.0,4867,7,4874,1060.36,1060.36,1,6.966363752088907
1441.04,1,1120,1120,2862,1660,1,0,1,0,2,2,1,0.0,0.0,3,AL,Mixed-Humid,3A,2,1120,10.0,2862,1660,4522,1441.04,1441.04,1,7.273120354115303
486.71,1,1920,1920,8519,24,1,1,0,0,0,1,0,0.0,0.0,1,MT,Cold,6B,1,1920,4.0,8519,24,8543,486.71,486.71,1,6.18766846316624
1261.56,5,0,2250,0,4839,2,1,3,0,3,0,4,3.0,0.0,2,HI,Hot-Humid,1A,1,0,18.0,0,4839,4839,1261.56,252.31199999999998,5,7.14010432937574
1332.66,1,1280,1600,4954,1149,2,1,3,2,3,2,3,0.0,0.0,2,OH,Cold,5A,1,1280,18.0,4954,1149,6103,1332.66,1332.66,1,7.194932223878473
794.83,1,990,990,3828,1691,1,0,0,0,1,1,1,0.0,0.0,1,NM,Mixed-Dry,4B,1,990,5.0,3828,1691,5519,794.83,794.83,1,6.678128255310065
1271.24,1,1850,1850,8162,77,2,0,0,0,1,2,2,0.0,0.0,3,WY,Cold,6B,1,1850,10.0,8162,77,8239,1271.24,1271.24,1,7.147748081058477
539.69,5,1700,2130,6045,823,1,1,1,1,2,4,0,1.0,0.0,3,NH,Cold,5A,1,1700,14.0,6045,823,6868,539.69,107.93800000000002,5,6.290994900640634
539.2,1,850,850,1073,1278,1,0,1,1,2,1,1,2.0,1.0,2,CA,Hot-Dry,3B,2,850,12.0,1073,1278,2351,539.2,539.2,1,6.290086559598097
2016.6,1,4200,4200,5920,823,3,1,2,0,5,3,0,0.0,0.0,1,IL,Cold,5A,1,4200,15.0,5920,823,6743,2016.6,2016.6,1,7.609168203959115
760.84,1,1300,2600,5813,809,1,0,1,1,1,2,2,0.0,0.0,4,IN,Cold,5A,1,1300,12.0,5813,809,6622,760.84,760.84,1,6.634423086084641
1238.31,1,1000,1000,1189,1451,2,0,1,0,3,0,0,0.0,0.0,1,CA,Hot-Dry,3B,2,1000,7.0,1189,1451,2640,1238.31,1238.31,1,7.121502825775944
2307.54,5,1980,3960,4325,1234,2,1,1,2,2,4,1,0.0,0.0,2,IN,Mixed-Humid,4A,1,1980,15.0,4325,1234,5559,2307.54,461.508,5,7.74393730100466
1235.26,1,1190,1190,7279,849,1,0,1,1,3,2,0,0.0,0.0,4,MN,Cold,6A,2,1190,12.0,7279,849,8128,1235.26,1235.26,1,7.119036753220312
2822.58,5,3410,4550,5229,919,3,1,3,3,3,4,4,4.0,0.0,4,MA,Cold,5A,1,3410,29.0,5229,919,6148,2822.58,564.516,5,7.9454066392891045
596.73,1,1520,1520,1233,2424,2,0,1,0,2,0,3,0.0,0.0,2,CA,Hot-Dry,3B,1,1520,10.0,1233,2424,3657,596.73,596.73,1,6.391464749785079
471.19,1,1600,1600,7180,765,1,1,0,0,3,5,1,2.0,0.0,2,WY,Cold,6B,1,1600,15.0,7180,765,7945,471.19,471.19,1,6.155261409701312
4017.52,1,2400,4800,1825,2710,4,4,1,0,2,5,1,0.0,0.0,1,TX,Hot-Humid,3A,1,2400,18.0,1825,2710,4535,4017.52,4017.52,1,8.298420075819562
862.22,1,390,900,5257,928,1,0,2,1,2,1,3,1.0,0.0,1,MA,Cold,5A,1,390,12.0,5257,928,6185,862.22,862.22,1,6.759510458518136
1395.08,1,1200,1800,5338,1040,1,1,2,1,2,3,1,2.0,0.0,4,PA,Cold,5A,2,1200,17.0,5338,1040,6378,1395.08,1395.08,1,7.240707040281402
1093.43,1,1340,1340,2789,1819,1,0,2,3,3,3,0,0.0,0.0,2,MS,Mixed-Humid,3A,1,1340,14.0,2789,1819,4608,1093.43,1093.43,1,6.997074823435883
1442.32,1,1500,1500,1157,3240,1,0,0,0,1,4,0,0.0,0.0,2,TX,Hot-Humid,2A,1,1500,8.0,1157,3240,4397,1442.32,1442.32,1,7.274008207233945
593.24,1,1260,1580,6004,826,1,0,0,1,1,4,0,0.0,1.0,2,NY,Cold,6A,1,1260,10.0,6004,826,6830,593.24,593.24,1,6.385599038873762
1914.53,1,1200,1200,2293,1968,1,0,0,0,3,6,2,0.0,0.0,6,AL,Mixed-Humid,3A,1,1200,18.0,2293,1968,4261,1914.53,1914.53,1,7.557227440682277
1876.78,1,4800,4800,4020,1357,3,1,3,0,2,4,0,0.0,0.0,3,KY,Mixed-Humid,4A,1,4800,16.0,4020,1357,5377,1876.78,1876.78,1,7.537312821405943
1158.97,1,2660,2660,5276,969,1,1,3,0,3,4,0,0.0,0.0,3,OH,Cold,5A,1,2660,15.0,5276,969,6245,1158.97,1158.97,1,7.0552869586216564
988.02,1,1870,1870,6072,826,2,0,2,1,2,2,1,0.0,0.0,4,MI,Cold,5A,1,1870,14.0,6072,826,6898,988.02,988.02,1,6.895702940457962
1815.51,1,1900,1900,2299,492,2,1,0,0,2,2,0,0.0,0.0,2,CA,Marine,3C,1,1900,9.0,2299,492,2791,1815.51,1815.51,1,7.504121698963704
2036.29,1,1170,1170,4777,1062,1,0,3,3,3,0,2,2.0,0.0,1,CT,Cold,5A,2,1170,15.0,4777,1062,5839,2036.29,2036.29,1,7.618884803676661
4159.73,1,2750,2750,4737,1008,3,0,3,2,3,0,0,0.0,0.0,1,NY,Mixed-Humid,4A,1,2750,12.0,4737,1008,5745,4159.73,4159.73,1,8.33320544730281
2233.86,1,2090,2090,4288,269,2,1,1,1,2,0,2,0.0,0.0,4,WA,Marine,4C,1,2090,13.0,4288,269,4557,2233.86,2233.86,1,7.711486309805093
1252.04,5,1800,1800,5056,864,2,0,4,6,8,2,2,0.0,0.0,1,WA,Cold,5B,2,1800,25.0,5056,864,5920,1252.04,250.408,5,7.132529500031478
955.85,1,2100,2100,3087,1759,3,1,0,0,2,6,0,0.0,0.0,4,AR,Mixed-Humid,3A,1,2100,16.0,3087,1759,4846,955.85,955.85,1,6.8626009969750275
1606.97,1,1620,1620,6641,745,2,1,1,4,3,5,0,0.0,1.0,2,SD,Cold,6A,1,1620,19.0,6641,745,7386,1606.97,1606.97,1,7.382105697237184
511.15,1,750,750,4481,322,1,0,1,0,2,0,1,0.0,1.0,2,OR,Marine,4C,2,750,8.0,4481,322,4803,511.15,511.15,1,6.236663089203023
1504.58,1,900,1350,6119,762,2,0,2,1,2,3,0,2.0,0.0,3,MA,Cold,5A,1,900,15.0,6119,762,6881,1504.58,1504.58,1,7.316269068468321
2138.19,1,1440,1440,319,4446,1,0,0,0,1,5,0,0.0,0.0,6,FL,Hot-Humid,2A,2,1440,13.0,319,4446,4765,2138.19,2138.19,1,7.667714955737484
1177.43,1,620,930,4530,1184,1,0,0,0,1,0,0,0.0,0.0,3,NJ,Mixed-Humid,4A,1,620,5.0,4530,1184,5714,1177.43,1177.43,1,7.071089376140456
1882.38,1,3000,3000,5483,1066,2,1,4,0,4,5,1,0.0,0.0,2,CO,Cold,5B,1,3000,19.0,5483,1066,6549,1882.38,1882.38,1,7.540292212622329
1665.62,1,2350,2350,2661,1799,2,1,4,2,2,3,1,0.0,0.0,3,NC,Mixed-Humid,3A,1,2350,18.0,2661,1799,4460,1665.62,1665.62,1,7.417952705473531
2290.96,1,2100,2100,4419,343,3,1,2,2,3,0,5,0.0,1.0,1,OR,Marine,4C,2,2100,18.0,4419,343,4762,2290.96,2290.96,1,7.736726222676457
637.04,1,750,750,4202,1361,1,0,2,1,2,0,2,2.0,0.0,2,NY,Mixed-Humid,4A,2,750,12.0,4202,1361,5563,637.04,637.04,1,6.456832447949189
1890.21,1,1170,1170,1831,2855,1,0,2,0,5,4,0,0.0,0.0,1,TX,Hot-Humid,2A,1,1170,13.0,1831,2855,4686,1890.21,1890.21,1,7.544443212992417
630.6,1,3430,3430,6266,722,2,1,1,1,0,1,0,0.0,0.0,4,NY,Cold,5A,1,3430,10.0,6266,722,6988,630.6,630.6,1,6.446671747110961
1295.46,1,1110,1110,2109,2183,1,0,2,1,2,3,0,0.0,1.0,3,AL,Mixed-Humid,3A,1,1110,13.0,2109,2183,4292,1295.46,1295.46,1,7.166621123415878
2204.49,1,1600,3200,4674,1083,3,1,1,0,0,4,0,0.0,0.0,2,CT,Cold,5A,1,1600,11.0,4674,1083,5757,2204.49,2204.49,1,7.6982514686117005
856.61,5,600,600,5632,871,1,0,0,0,0,0,2,1.0,0.0,3,CO,Cold,5B,2,600,7.0,5632,871,6503,856.61,171.322,5,6.752982739173367
536.92,1,1680,2510,2836,1611,1,0,1,1,0,2,0,0.0,0.0,1,NC,Mixed-Humid,4A,1,1680,6.0,2836,1611,4447,536.92,536.92,1,6.285849107619435
943.36,1,1020,1020,2079,3184,1,0,0,0,1,0,0,0.0,0.0,4,TX,Hot-Dry,3B,2,1020,6.0,2079,3184,5263,943.36,943.36,1,6.849447970120862
702.73,1,3380,3380,4196,1359,1,1,4,2,5,5,1,5.0,0.0,1,PA,Mixed-Humid,4A,1,3380,25.0,4196,1359,5555,702.73,702.73,1,6.554972749758749
738.73,1,1380,1380,6026,949,1,0,4,4,3,2,3,2.0,0.0,2,IA,Cold,5A,1,1380,21.0,6026,949,6975,738.73,738.73,1,6.604932495595797
928.54,1,1650,1650,4918,204,2,1,1,1,0,0,0,0.0,0.0,4,OR,Marine,4C,1,1650,9.0,4918,204,5122,928.54,928.54,1,6.833613460101775
2340.57,1,3250,3250,1353,2727,2,1,1,5,6,6,3,0.0,0.0,3,GA,Hot-Humid,2A,1,3250,27.0,1353,2727,4080,2340.57,2340.57,1,7.7581497684321725
1175.99,1,1100,2200,3851,1096,2,0,1,0,2,3,0,1.0,0.0,2,TN,Mixed-Humid,4A,1,1100,11.0,3851,1096,4947,1175.99,1175.99,1,7.069865625021057
667.96,1,1250,1250,1804,4183,1,0,1,1,2,2,0,1.0,0.0,2,NV,Hot-Dry,3B,2,1250,10.0,1804,4183,5987,667.96,667.96,1,6.504228291504232
2098.71,1,1150,1150,2156,1912,4,1,5,3,4,4,0,1.0,0.0,4,CA,Hot-Dry,3B,1,1150,26.0,2156,1912,4068,2098.71,2098.71,1,7.649078149246457
1143.27,1,3600,3600,6023,742,2,0,1,0,2,7,0,0.0,0.0,3,MI,Cold,5A,1,3600,15.0,6023,742,6765,1143.27,1143.27,1,7.041647856371589
1772.72,1,1100,1650,5764,625,1,1,1,2,3,0,0,4.0,0.0,4,PA,Cold,5A,2,1100,16.0,5764,625,6389,1772.72,1772.72,1,7.48027036918095
2197.88,1,1260,1260,4243,1245,2,1,2,3,3,7,2,0.0,0.0,3,DE,Mixed-Humid,4A,1,1260,23.0,4243,1245,5488,2197.88,2197.88,1,7.695248538386759
816.17,1,1700,1700,4318,1319,1,1,1,0,0,3,1,0.0,0.0,2,MO,Mixed-Humid,4A,1,1700,9.0,4318,1319,5637,816.17,816.17,1,6.704622666599065
896.86,1,1700,1700,4219,1189,1,0,2,2,2,3,1,0.0,0.0,2,MD,Mixed-Humid,4A,1,1700,13.0,4219,1189,5408,896.86,896.86,1,6.79889977406945
886.1,1,1000,1000,7628,692,1,0,1,0,3,0,1,0.0,0.0,2,MN,Cold,6A,2,1000,8.0,7628,692,8320,886.1,886.1,1,6.7868298110532566
1017.99,1,1510,1510,7014,580,2,1,1,1,2,1,0,9.0,2.0,4,ID,Cold,6B,1,1510,23.0,7014,580,7594,1017.99,1017.99,1,6.9255853738795095
2005.94,1,3600,3600,4247,1337,1,1,4,1,4,4,1,0.0,0.0,4,NY,Mixed-Humid,4A,1,3600,20.0,4247,1337,5584,2005.94,2005.94,1,7.603868057805367
1581.11,1,2690,2690,7694,581,1,2,2,2,3,5,1,1.0,0.0,1,IA,Cold,6A,1,2690,18.0,7694,581,8275,1581.11,1581.11,1,7.365882411006743
1243.02,5,860,860,1184,4663,1,0,0,0,0,2,0,0.0,0.0,1,AZ,Hot-Dry,2B,1,860,4.0,1184,4663,5847,1243.02,248.60399999999998,5,7.125299181485852
3282.24,1,2450,2450,3474,1631,2,0,2,2,4,4,0,0.0,0.0,1,VA,Mixed-Humid,4A,1,2450,15.0,3474,1631,5105,3282.24,3282.24,1,8.096281395119046
1759.98,1,1000,1000,4603,1160,2,0,1,1,2,2,0,0.0,0.0,4,KY,Mixed-Humid,4A,1,1000,12.0,4603,1160,5763,1759.98,1759.98,1,7.473057724331267
434.21,5,1780,1780,2452,1969,2,0,1,2,2,4,0,0.0,0.0,2,CA,Hot-Dry,3B,1,1780,13.0,2452,1969,4421,434.21,86.842,5,6.07352828804034
839.92,1,780,780,885,5330,1,0,2,1,2,2,1,0.0,0.0,3,AZ,Hot-Dry,2B,2,780,12.0,885,5330,6215,839.92,839.92,1,6.7333066492066855
653.61,5,430,650,2006,491,1,0,1,0,1,0,3,1.0,0.0,2,CA,Marine,3C,2,430,9.0,2006,491,2497,653.61,130.722,5,6.482510843306352
136.0,3,1150,1150,4207,1183,2,0,3,1,2,0,0,0.0,0.0,2,VA,Mixed-Humid,4A,2,1150,10.0,4207,1183,5390,136.0,45.333333333333336,3,4.912654885736052
412.42,1,900,900,5375,861,1,0,4,3,3,4,3,0.0,1.0,2,CO,Cold,5B,2,900,21.0,5375,861,6236,412.42,412.42,1,6.02204224757212
1868.82,1,1200,1200,5046,1090,1,1,2,1,1,3,1,0.0,0.0,4,IN,Cold,5A,1,1200,14.0,5046,1090,6136,1868.82,1868.82,1,7.5330624946314355
